Marca temporal,"¿Estás estudiando en algún colegio, universidad o instituto?",Escribe tu edad exacta,Sexo,Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [No discrimino y trato a todos por igual],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Me gusta comprar marcas que representen mi status],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Me preocupa mucho el medio ambiente],"Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Estudio mucho, doy mi mayor esfuerzo]",Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Busco el éxito sin importar lo que deba sacrificar],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Trato de vestir sencillo para no presumir],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Creo que la vida se trata de tomar riesgos],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Busco hacer cosas emocionantes para no aburrirme],"Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [En mi casa, la familia es muy importante, por eso paso mucho tiempo con ellos]",Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Tener dinero es clave para ser respetado],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Me cuesta mucho lidiar con gente que opina estupideces],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [La tradición y religión ayudan a distinguir lo bueno de lo malo],"Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [El dinero va y viene, trato de no cuidarlo mucho, más bien lo disfruto]","Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Hay que respetar a los adultos, aunque algunos no sean muy respetuosos]",Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Me gusta comer sano y estar en forma],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Vestirse bien es clave para el éxito ],"Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Soy sincero con las personas, aunque la verdad les duela]",Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Me preocupo y ayudo a los necesitados],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Invierto mucho tiempo y dinero para aprender cosas nuevas],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Me gusta conocer gente y hacer nuevos amigos],"Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Soy una persona casera, prefiero estar en casa haciendo lo mío]","Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Prefiero hacer las cosas solo, me estresa trabajar en grupo]",Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Me gusta tener muchos amigos y pasar tiempo con ellos],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Me cuesta concentrarme porque me aburro rápido de las cosas],Cuando tenga 30 años me gustaría:,¿Cuánto tiempo has pasado en los últimos 7 días en TikTok? Si no lo las usado coloca 00:00,¿Cuánto tiempo has pasado en los últimos 7 días en Instagram? Si no lo las usado coloca 00:00,¿Cuánto tiempo has pasado en los últimos 7 días en Facebook? Si no lo las usado coloca 00:00,¿Cuánto tiempo has pasado en los últimos 7 días en YouTube? Si no lo las usado coloca 00:00
5/08/2023 10:10:58,Sí,25,Hombre,Totalmente verdadero,Un poco falso,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente falso,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente falso,Totalmente verdadero,Totalmente verdadero,Totalmente falso,Totalmente verdadero,Un poco verdadero,Totalmente falso,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente falso,Totalmente falso,Totalmente verdadero,Totalmente falso,"Estar soltero, muy enfocado en mis logros personales",1:01:00,0:00:00,1:01:00,2:02:00
17/10/2023 19:28:47,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2023 19:29:27,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2023 19:32:30,Sí,22,Hombre,Totalmente verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,No lo sé,No lo sé,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco falso,Un poco falso,No lo sé,No lo sé,Un poco verdadero,No lo sé,No lo sé,Un poco verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,No lo sé,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",2:00:00,0:00:00,2:00:00,3:00:00
17/10/2023 19:34:41,Sí,25,Mujer,Totalmente verdadero,Totalmente verdadero,No lo sé,Totalmente verdadero,No lo sé,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente falso,Un poco verdadero,No lo sé,Un poco verdadero,Totalmente verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Totalmente verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,"Estar soltero, muy enfocado en mis logros personales",1:00:00,10:00:00,2:55:00,1:00:00
17/10/2023 19:35:22,Sí,25,Hombre,Totalmente verdadero,Totalmente falso,Un poco verdadero,Totalmente verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,No lo sé,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,"Estar soltero, muy enfocado en mis logros personales",2:02:00,0:30:00,0:30:00,1:17:00
17/10/2023 19:36:35,Sí,22,Mujer,Totalmente verdadero,Un poco falso,Totalmente verdadero,Totalmente verdadero,No lo sé,No lo sé,Un poco verdadero,Totalmente falso,Totalmente verdadero,Un poco falso,Totalmente verdadero,Totalmente falso,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,No lo sé,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco falso,No lo sé,Un poco verdadero,No lo sé,Un poco verdadero,"Estar soltero, muy enfocado en mis logros personales",0:00:00,3:00:00,5:00:00,3:00:00
17/10/2023 19:37:18,Sí,21,Mujer,Totalmente verdadero,Un poco falso,Un poco verdadero,Totalmente verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",0:00:00,0:00:00,5:00:00,0:00:00
17/10/2023 19:39:06,Sí,22,Mujer,Totalmente verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Un poco falso,Totalmente falso,No lo sé,Totalmente falso,Totalmente verdadero,Un poco verdadero,No lo sé,No lo sé,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente falso,Un poco verdadero,Totalmente falso,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",17:01:00,15:00:00,17:00:00,17:00:00
17/10/2023 19:39:40,Sí,25,Hombre,Totalmente verdadero,Totalmente falso,Un poco verdadero,Totalmente verdadero,Totalmente falso,No lo sé,No lo sé,No lo sé,Totalmente verdadero,Totalmente falso,Totalmente falso,Un poco falso,Un poco falso,Totalmente falso,No lo sé,Totalmente falso,Un poco verdadero,No lo sé,Totalmente verdadero,Un poco verdadero,No lo sé,Un poco verdadero,No lo sé,Totalmente falso,"Estar soltero, muy enfocado en mis logros personales",10:00:00,0:00:00,5:00:00,15:00:00
17/10/2023 19:41:06,Sí,25,Hombre,Totalmente verdadero,Un poco falso,No lo sé,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Un poco falso,Totalmente falso,Totalmente verdadero,No lo sé,Totalmente verdadero,No lo sé,Un poco falso,Un poco falso,Totalmente falso,Totalmente verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",4:25:00,1:12:00,3:33:00,1:22:00
17/10/2023 19:41:30,Sí,24,Hombre,No lo sé,Un poco falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Un poco verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Un poco verdadero,Un poco verdadero,Un poco verdadero,No lo sé,Un poco verdadero,No lo sé,No lo sé,"Estar soltero, muy enfocado en mis logros personales",3:55:00,0:45:00,2:50:00,4:07:00
17/10/2023 19:43:49,Sí,25,Mujer,Un poco verdadero,No lo sé,Un poco falso,Un poco verdadero,Totalmente falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente falso,No lo sé,Un poco verdadero,No lo sé,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,No lo sé,Un poco verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",0:00:00,0:00:00,0:00:00,2:30:00
16/12/2023 22:46:17,Sí,28,Hombre,Un poco falso,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Totalmente falso,Un poco falso,Un poco verdadero,No lo sé,Un poco falso,Un poco verdadero,No lo sé,No lo sé,Totalmente verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,Un poco falso,Totalmente verdadero,Totalmente falso,Un poco verdadero,No lo sé,Un poco falso,No lo sé,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",4:00:00,0:30:00,3:00:00,10:00:00
13/01/2024 11:05:15,Sí,22,Hombre,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,Totalmente falso,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",0:00:00,0:00:00,0:00:00,0:00:00
10/02/2024 11:00:57,Sí,21,Mujer,Un poco verdadero,No lo sé,Totalmente verdadero,No lo sé,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente falso,No lo sé,Totalmente falso,Totalmente falso,Un poco falso,Un poco falso,Totalmente verdadero,Un poco falso,Totalmente verdadero,Totalmente falso,Un poco verdadero,No lo sé,Un poco verdadero,Totalmente verdadero,No lo sé,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",15:24:00,4:21:00,2:30:00,0:06:00
10/02/2024 11:01:08,Sí,22,Hombre,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Un poco falso,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Un poco falso,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,Totalmente falso,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",14:40:00,4:07:00,1:05:00,0:30:00
10/02/2024 11:01:22,Sí,23,Hombre,No lo sé,Un poco verdadero,No lo sé,Un poco falso,Un poco verdadero,Un poco falso,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,No lo sé,No lo sé,No lo sé,Totalmente verdadero,Totalmente falso,No lo sé,Un poco verdadero,Un poco verdadero,"Estar soltero, muy enfocado en mis logros personales",1:48:00,0:29:00,0:00:00,5:00:00
10/02/2024 11:01:22,Sí,22,Hombre,No lo sé,Un poco verdadero,Un poco falso,Un poco falso,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,No lo sé,Totalmente verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,Un poco verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",16:08:00,2:30:00,2:10:00,0:30:00
10/02/2024 11:02:15,Sí,22,Hombre,Un poco falso,Un poco verdadero,Totalmente falso,Un poco verdadero,Totalmente falso,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Un poco falso,No lo sé,No lo sé,Un poco falso,Un poco falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,No lo sé,Un poco falso,Un poco verdadero,Un poco falso,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",0:30:00,1:00:00,1:00:00,1:00:00
10/02/2024 11:02:52,Sí,22,Hombre,Totalmente verdadero,Un poco falso,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,No lo sé,No lo sé,Un poco falso,Un poco verdadero,Un poco falso,Un poco falso,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,No lo sé,No lo sé,Totalmente verdadero,Totalmente verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",21:00:00,18:00:00,10:00:00,5:00:00
10/02/2024 11:03:03,Sí,22,Hombre,Un poco verdadero,No lo sé,Un poco falso,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco falso,Totalmente verdadero,No lo sé,Un poco falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,Un poco verdadero,Un poco falso,Totalmente verdadero,Un poco falso,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",1:07:00,4:17:00,0:57:00,20:31:00
10/02/2024 11:03:55,Sí,21,Mujer,Un poco verdadero,Un poco falso,No lo sé,Un poco verdadero,No lo sé,No lo sé,Un poco verdadero,Un poco verdadero,No lo sé,No lo sé,No lo sé,Totalmente falso,Un poco falso,No lo sé,Un poco verdadero,No lo sé,No lo sé,No lo sé,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,No lo sé,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",0:27:00,8:03:00,5:37:00,20:06:00
10/02/2024 11:05:13,Sí,22,Hombre,No lo sé,Un poco falso,Totalmente falso,Un poco verdadero,Totalmente verdadero,Un poco falso,Un poco falso,Un poco verdadero,No lo sé,No lo sé,Totalmente falso,Un poco verdadero,No lo sé,Un poco verdadero,No lo sé,Un poco verdadero,Un poco verdadero,Un poco falso,No lo sé,No lo sé,Totalmente falso,No lo sé,Un poco verdadero,Totalmente verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",0:00:00,0:30:00,0:02:00,0:00:00
10/02/2024 11:06:24,Sí,22,Mujer,Un poco falso,Totalmente falso,Un poco falso,Un poco falso,Un poco falso,Totalmente falso,No lo sé,Un poco falso,No lo sé,Totalmente falso,No lo sé,Totalmente falso,No lo sé,No lo sé,Un poco falso,Un poco falso,Un poco falso,Un poco falso,Un poco falso,No lo sé,Totalmente falso,No lo sé,No lo sé,Un poco falso,"Estar soltero, muy enfocado en mis logros personales",5:30:00,1:00:00,8:00:00,0:00:00
10/02/2024 11:06:28,Sí,21,Mujer,Totalmente verdadero,No lo sé,Un poco verdadero,Un poco verdadero,Un poco falso,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,No lo sé,Totalmente falso,Totalmente falso,Un poco verdadero,Un poco falso,No lo sé,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,No lo sé,No lo sé,Totalmente verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,"Estar soltero, muy enfocado en mis logros personales",0:00:00,6:33:00,0:00:00,3:12:00
10/02/2024 11:07:14,Sí,22,Mujer,No lo sé,Totalmente falso,No lo sé,Un poco falso,No lo sé,No lo sé,Un poco falso,No lo sé,No lo sé,Un poco falso,No lo sé,Totalmente falso,Un poco falso,No lo sé,Un poco falso,Un poco falso,No lo sé,No lo sé,No lo sé,Un poco falso,No lo sé,Totalmente falso,Un poco falso,Un poco falso,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",6:39:00,2:22:00,1:20:00,0:08:00
10/02/2024 11:07:41,Sí,22,Mujer,Un poco verdadero,No lo sé,Un poco verdadero,No lo sé,Un poco falso,Un poco falso,No lo sé,Un poco falso,Un poco falso,Un poco verdadero,Un poco verdadero,Totalmente falso,Un poco falso,Un poco falso,Totalmente falso,Un poco falso,Un poco falso,No lo sé,Un poco falso,No lo sé,Totalmente verdadero,No lo sé,Un poco verdadero,Un poco verdadero,"Estar soltero, muy enfocado en mis logros personales",0:00:00,16:20:00,2:23:00,14:41:00
10/02/2024 11:10:13,Sí,25,Hombre,No lo sé,Un poco falso,Un poco verdadero,No lo sé,No lo sé,No lo sé,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,No lo sé,No lo sé,Un poco verdadero,Un poco verdadero,No lo sé,No lo sé,Un poco verdadero,No lo sé,Un poco verdadero,No lo sé,Un poco verdadero,Un poco verdadero,Un poco verdadero,"Estar soltero, muy enfocado en mis logros personales",0:00:00,0:16:00,0:33:00,0:00:00
3/04/2024 20:49:42,Sí,28,Hombre,Un poco falso,Un poco verdadero,Un poco falso,Totalmente verdadero,Totalmente verdadero,Un poco falso,Un poco falso,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,No lo sé,Un poco falso,Totalmente falso,No lo sé,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente falso,No lo sé,No lo sé,Totalmente falso,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",23:13:00,10:00:00,10:00:00,9:00:00
3/04/2024 20:50:26,Sí,23,Hombre,Totalmente verdadero,Totalmente falso,Un poco verdadero,Un poco verdadero,No lo sé,Un poco verdadero,No lo sé,No lo sé,Totalmente verdadero,Un poco falso,Un poco verdadero,No lo sé,No lo sé,Un poco verdadero,Totalmente verdadero,No lo sé,Totalmente verdadero,Un poco falso,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",7:00:00,2:00:00,1:00:00,0:00:00
3/04/2024 20:54:14,Sí,35,Hombre,No lo sé,Totalmente falso,Un poco falso,Un poco falso,Totalmente falso,Totalmente falso,Totalmente falso,Un poco falso,Un poco falso,Totalmente falso,Totalmente falso,Un poco falso,Totalmente falso,No lo sé,Un poco falso,Un poco falso,Totalmente falso,Un poco falso,Un poco falso,No lo sé,Un poco falso,Totalmente falso,Un poco falso,Totalmente falso,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",7:00:00,2:00:00,4:00:00,6:00:00
3/04/2024 20:54:30,Sí,41,Hombre,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,No lo sé,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,No lo sé,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Un poco falso,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",10:00:00,20:00:00,20:00:00,20:00:00
3/04/2024 20:54:49,Sí,24,Mujer,Totalmente verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,No lo sé,Un poco verdadero,Un poco falso,No lo sé,Un poco verdadero,No lo sé,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Un poco falso,Un poco verdadero,No lo sé,Un poco verdadero,"Estar soltero, muy enfocado en mis logros personales",22:09:00,0:00:00,4:58:00,0:00:00
3/04/2024 20:55:18,Sí,27,Hombre,Totalmente verdadero,Totalmente falso,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Totalmente falso,Totalmente verdadero,Totalmente verdadero,No lo sé,No lo sé,Totalmente verdadero,Totalmente falso,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Un poco falso,Un poco falso,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",1:12:00,1:28:00,1:01:00,0:00:00
3/04/2024 20:55:55,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/04/2024 20:56:40,Sí,26,Mujer,Un poco verdadero,Un poco falso,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Un poco falso,Un poco falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco falso,Totalmente verdadero,Un poco verdadero,"Estar soltero, muy enfocado en mis logros personales",2:00:00,1:00:00,0:00:00,0:00:00
3/04/2024 20:57:03,Sí,36,Hombre,No lo sé,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente falso,Un poco verdadero,No lo sé,Un poco verdadero,Un poco falso,Totalmente verdadero,Totalmente verdadero,Un poco falso,Un poco falso,Un poco falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,Un poco falso,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",0:03:00,0:23:00,0:08:00,1:05:00
3/04/2024 20:57:16,Sí,26,Hombre,Totalmente verdadero,Totalmente falso,Totalmente falso,Totalmente verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Totalmente verdadero,Un poco verdadero,No lo sé,No lo sé,Totalmente verdadero,No lo sé,Totalmente falso,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,Totalmente verdadero,Un poco verdadero,"Estar soltero, muy enfocado en mis logros personales",10:22:00,5:10:00,1:00:00,0:05:00
3/04/2024 20:57:20,Sí,26,Hombre,Un poco verdadero,Totalmente falso,Un poco verdadero,Un poco falso,Un poco falso,No lo sé,No lo sé,Un poco falso,Un poco verdadero,Un poco falso,Un poco verdadero,Un poco falso,No lo sé,Totalmente verdadero,No lo sé,Totalmente falso,No lo sé,Un poco verdadero,No lo sé,Un poco falso,Totalmente verdadero,No lo sé,Un poco falso,No lo sé,"Estar soltero, muy enfocado en mis logros personales",0:00:00,0:00:00,5:43:00,19:43:00
5/04/2024 19:37:40,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2024 21:17:08,Sí,24,Hombre,Totalmente verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente falso,Un poco falso,Un poco falso,No lo sé,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Un poco falso,Un poco falso,No lo sé,Un poco verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",12:00:00,5:00:00,5:00:00,3:00:00
